"Access","Access Start (UTCG)","Access End (UTCG)","Duration (sec)","Asset Full Name"
963,22 Nov 2021 23:46:00.542,22 Nov 2021 23:47:47.723,107.180,"Cordoba"
964,23 Nov 2021 00:10:22.557,23 Nov 2021 00:11:35.282,72.725,"Puertollano"
965,23 Nov 2021 01:42:48.388,23 Nov 2021 01:43:59.142,70.754,"Azores"
966,23 Nov 2021 01:45:46.859,23 Nov 2021 01:48:28.036,161.177,"Puertollano"
967,23 Nov 2021 02:33:10.224,23 Nov 2021 02:36:56.676,226.452,"Awarua"
968,23 Nov 2021 03:18:10.931,23 Nov 2021 03:20:53.389,162.458,"Azores"
969,23 Nov 2021 03:44:02.160,23 Nov 2021 03:45:48.383,106.223,"Bangladore"
970,23 Nov 2021 03:57:58.720,23 Nov 2021 04:01:32.002,213.283,"Mingenew"
971,23 Nov 2021 04:10:06.284,23 Nov 2021 04:12:57.775,171.491,"Awarua"
972,23 Nov 2021 05:06:32.642,23 Nov 2021 05:07:46.690,74.048,"Nemea"
973,23 Nov 2021 05:13:13.513,23 Nov 2021 05:16:38.962,205.450,"Dubai"
974,23 Nov 2021 05:46:46.255,23 Nov 2021 05:49:45.480,179.225,"Awarua"
975,23 Nov 2021 06:42:04.799,23 Nov 2021 06:44:47.540,162.740,"Nemea"
976,23 Nov 2021 06:59:36.982,23 Nov 2021 07:02:23.488,166.506,"Mauritius"
977,23 Nov 2021 07:22:48.979,23 Nov 2021 07:26:34.079,225.100,"Awarua"
978,23 Nov 2021 07:50:40.395,23 Nov 2021 07:54:10.033,209.637,"Los_Angeles"
979,23 Nov 2021 08:13:31.995,23 Nov 2021 08:16:46.722,194.727,"Puertollano"
980,23 Nov 2021 09:18:07.192,23 Nov 2021 09:21:26.556,199.364,"Hawaii"
981,23 Nov 2021 09:45:56.234,23 Nov 2021 09:49:11.461,195.227,"Azores"
982,23 Nov 2021 09:49:49.763,23 Nov 2021 09:53:05.786,196.023,"Maspalomas"
983,23 Nov 2021 10:07:59.985,23 Nov 2021 10:11:08.144,188.159,"Hartebeesthoek"
984,23 Nov 2021 12:06:11.711,23 Nov 2021 12:08:48.402,156.692,"Mingenew"
985,23 Nov 2021 14:32:07.260,23 Nov 2021 14:34:52.256,164.996,"Panama"
986,23 Nov 2021 15:22:28.366,23 Nov 2021 15:26:02.467,214.101,"Singapore"
987,23 Nov 2021 15:32:40.938,23 Nov 2021 15:36:17.978,217.040,"Jeju"
988,23 Nov 2021 15:35:29.923,23 Nov 2021 15:38:37.038,187.115,"Tokyo"
989,23 Nov 2021 15:56:31.498,23 Nov 2021 16:00:11.030,219.532,"Los_Angeles"
990,23 Nov 2021 16:18:34.164,23 Nov 2021 16:22:16.043,221.879,"Cordoba"
991,23 Nov 2021 16:46:50.443,23 Nov 2021 16:50:02.528,192.085,"Mauritius"
992,23 Nov 2021 18:17:10.408,23 Nov 2021 18:20:05.010,174.602,"Hartebeesthoek"
993,23 Nov 2021 19:05:46.571,23 Nov 2021 19:09:06.360,199.789,"Hawaii"
994,23 Nov 2021 19:33:01.772,23 Nov 2021 19:36:31.453,209.681,"Punta_Arenas"
995,23 Nov 2021 19:33:47.639,23 Nov 2021 19:37:04.506,196.867,"Tolhuin"
996,23 Nov 2021 20:08:09.957,23 Nov 2021 20:11:33.772,203.815,"Dubai"
997,23 Nov 2021 21:09:00.779,23 Nov 2021 21:12:44.793,224.013,"Punta_Arenas"
998,23 Nov 2021 21:09:42.306,23 Nov 2021 21:13:09.117,206.812,"Tolhuin"
999,23 Nov 2021 22:04:30.612,23 Nov 2021 22:07:53.144,202.532,"Tokyo"
1000,23 Nov 2021 22:45:29.181,23 Nov 2021 22:48:17.274,168.093,"Punta_Arenas"
1001,23 Nov 2021 22:46:54.007,23 Nov 2021 22:47:37.912,43.905,"Tolhuin"
1002,23 Nov 2021 23:17:26.920,23 Nov 2021 23:21:06.112,219.192,"Nemea"
1003,23 Nov 2021 23:38:48.185,23 Nov 2021 23:42:27.721,219.537,"Jeju"
1004,24 Nov 2021 00:25:30.123,24 Nov 2021 00:29:14.655,224.532,"Cordoba"
1005,24 Nov 2021 00:45:32.243,24 Nov 2021 00:49:15.153,222.910,"Maspalomas"
1006,24 Nov 2021 00:49:23.432,24 Nov 2021 00:53:06.475,223.043,"Puertollano"
1007,24 Nov 2021 01:38:03.445,24 Nov 2021 01:40:41.020,157.575,"Awarua"
1008,24 Nov 2021 02:21:48.125,24 Nov 2021 02:25:31.353,223.227,"Azores"
1009,24 Nov 2021 02:54:06.453,24 Nov 2021 02:57:34.913,208.460,"Singapore"
1010,24 Nov 2021 03:13:45.395,24 Nov 2021 03:17:17.648,212.253,"Awarua"
1011,24 Nov 2021 03:43:43.913,24 Nov 2021 03:47:21.469,217.556,"Panama"
1012,24 Nov 2021 04:18:13.595,24 Nov 2021 04:20:04.273,110.678,"Dubai"
1013,24 Nov 2021 04:23:34.320,24 Nov 2021 04:26:58.332,204.012,"Bangladore"
1014,24 Nov 2021 04:38:50.024,24 Nov 2021 04:41:29.531,159.507,"Mingenew"
1015,24 Nov 2021 04:50:54.192,24 Nov 2021 04:53:28.073,153.882,"Awarua"
1016,24 Nov 2021 05:45:55.306,24 Nov 2021 05:49:30.392,215.086,"Nemea"
1017,24 Nov 2021 06:27:03.271,24 Nov 2021 06:30:37.700,214.428,"Awarua"
1018,24 Nov 2021 07:17:41.053,24 Nov 2021 07:21:04.875,203.822,"Puertollano"
1019,24 Nov 2021 07:39:44.439,24 Nov 2021 07:42:55.595,191.156,"Mauritius"
1020,24 Nov 2021 08:03:42.091,24 Nov 2021 08:06:16.225,154.134,"Awarua"
1021,24 Nov 2021 08:31:12.268,24 Nov 2021 08:34:25.832,193.564,"Los_Angeles"
1022,24 Nov 2021 08:50:05.385,24 Nov 2021 08:53:29.480,204.096,"Azores"
1023,24 Nov 2021 08:54:24.875,24 Nov 2021 08:56:57.858,152.982,"Maspalomas"
1024,24 Nov 2021 09:12:34.640,24 Nov 2021 09:15:07.281,152.641,"Hartebeesthoek"
1025,24 Nov 2021 09:58:51.153,24 Nov 2021 10:01:25.850,154.697,"Hawaii"
1026,24 Nov 2021 12:46:06.011,24 Nov 2021 12:49:43.863,217.852,"Mingenew"
1027,24 Nov 2021 14:39:33.048,24 Nov 2021 14:42:58.456,205.408,"Tokyo"
1028,24 Nov 2021 15:01:27.959,24 Nov 2021 15:03:31.169,123.210,"Los_Angeles"
1029,24 Nov 2021 15:12:22.048,24 Nov 2021 15:15:16.168,174.121,"Panama"
1030,24 Nov 2021 16:13:25.947,24 Nov 2021 16:16:23.341,177.394,"Jeju"
1031,24 Nov 2021 17:00:10.674,24 Nov 2021 17:01:36.904,86.230,"Cordoba"
1032,24 Nov 2021 17:27:19.507,24 Nov 2021 17:30:13.546,174.038,"Mauritius"
1033,24 Nov 2021 17:37:11.590,24 Nov 2021 17:40:50.375,218.785,"Bangladore"
1034,24 Nov 2021 18:37:55.316,24 Nov 2021 18:40:22.290,146.974,"Punta_Arenas"
1035,24 Nov 2021 18:38:43.324,24 Nov 2021 18:40:56.431,133.106,"Tolhuin"
1036,24 Nov 2021 18:57:18.695,24 Nov 2021 19:00:41.726,203.031,"Hartebeesthoek"
1037,24 Nov 2021 19:13:09.782,24 Nov 2021 19:15:10.507,120.725,"Dubai"
1038,24 Nov 2021 19:46:36.699,24 Nov 2021 19:48:53.957,137.258,"Hawaii"
1039,24 Nov 2021 20:13:15.799,24 Nov 2021 20:16:58.610,222.811,"Punta_Arenas"
1040,24 Nov 2021 20:13:58.929,24 Nov 2021 20:17:29.507,210.578,"Tolhuin"
1041,24 Nov 2021 21:49:26.587,24 Nov 2021 21:53:01.463,214.877,"Punta_Arenas"
1042,24 Nov 2021 21:50:11.766,24 Nov 2021 21:53:13.375,181.609,"Tolhuin"
1043,24 Nov 2021 22:22:15.447,24 Nov 2021 22:24:52.066,156.619,"Nemea"
1044,24 Nov 2021 22:43:48.086,24 Nov 2021 22:45:44.425,116.340,"Jeju"
1045,24 Nov 2021 22:44:54.178,24 Nov 2021 22:48:15.542,201.364,"Tokyo"
1046,24 Nov 2021 23:59:01.841,25 Nov 2021 00:00:36.566,94.725,"Nemea"
1047,25 Nov 2021 01:07:15.439,25 Nov 2021 01:08:02.350,46.911,"Cordoba"
1048,25 Nov 2021 01:27:38.987,25 Nov 2021 01:28:04.219,25.232,"Maspalomas"
1049,25 Nov 2021 01:30:11.407,25 Nov 2021 01:33:13.244,181.837,"Puertollano"
1050,25 Nov 2021 02:17:47.983,25 Nov 2021 02:21:32.357,224.374,"Awarua"
1051,25 Nov 2021 03:02:35.619,25 Nov 2021 03:05:38.479,182.860,"Azores"
1052,25 Nov 2021 03:36:01.853,25 Nov 2021 03:36:17.443,15.590,"Singapore"
1053,25 Nov 2021 03:42:43.733,25 Nov 2021 03:46:02.334,198.601,"Mingenew"
1054,25 Nov 2021 03:54:37.716,25 Nov 2021 03:57:34.911,177.195,"Awarua"
1055,25 Nov 2021 04:57:45.490,25 Nov 2021 05:01:22.093,216.603,"Dubai"
1056,25 Nov 2021 05:31:23.498,25 Nov 2021 05:34:16.845,173.348,"Awarua"
1057,25 Nov 2021 06:26:30.375,25 Nov 2021 06:29:38.268,187.894,"Nemea"
1058,25 Nov 2021 06:44:40.700,25 Nov 2021 06:46:36.051,115.351,"Mauritius"
1059,25 Nov 2021 07:07:24.545,25 Nov 2021 07:11:12.050,227.505,"Awarua"
1060,25 Nov 2021 07:35:26.627,25 Nov 2021 07:38:39.370,192.743,"Los_Angeles"
1061,25 Nov 2021 07:58:02.628,25 Nov 2021 08:01:31.509,208.881,"Puertollano"
1062,25 Nov 2021 09:02:58.562,25 Nov 2021 09:05:50.940,172.378,"Hawaii"
1063,25 Nov 2021 09:30:26.904,25 Nov 2021 09:33:56.204,209.300,"Azores"
1064,25 Nov 2021 09:34:19.705,25 Nov 2021 09:37:51.248,211.542,"Maspalomas"
1065,25 Nov 2021 09:52:27.108,25 Nov 2021 09:55:53.589,206.481,"Hartebeesthoek"
1066,25 Nov 2021 11:51:09.692,25 Nov 2021 11:53:00.805,111.113,"Mingenew"
1067,25 Nov 2021 14:17:11.507,25 Nov 2021 14:19:01.655,110.148,"Panama"
1068,25 Nov 2021 15:07:02.559,25 Nov 2021 15:10:43.174,220.615,"Singapore"
1069,25 Nov 2021 15:17:24.629,25 Nov 2021 15:20:49.431,204.802,"Jeju"
1070,25 Nov 2021 15:19:57.239,25 Nov 2021 15:23:20.777,203.537,"Tokyo"
1071,25 Nov 2021 15:41:07.297,25 Nov 2021 15:44:49.260,221.963,"Los_Angeles"
1072,25 Nov 2021 16:03:12.046,25 Nov 2021 16:06:52.214,220.168,"Cordoba"
1073,25 Nov 2021 16:31:42.252,25 Nov 2021 16:34:23.270,161.018,"Mauritius"
1074,25 Nov 2021 18:02:04.927,25 Nov 2021 18:04:21.832,136.904,"Hartebeesthoek"
1075,25 Nov 2021 18:50:34.840,25 Nov 2021 18:53:31.167,176.327,"Hawaii"
1076,25 Nov 2021 19:17:41.570,25 Nov 2021 19:21:06.742,205.172,"Punta_Arenas"
1077,25 Nov 2021 19:18:27.857,25 Nov 2021 19:21:40.005,192.148,"Tolhuin"
1078,25 Nov 2021 19:52:39.957,25 Nov 2021 19:56:16.816,216.859,"Dubai"
1079,25 Nov 2021 20:53:37.432,25 Nov 2021 20:57:21.881,224.449,"Punta_Arenas"
1080,25 Nov 2021 20:54:18.935,25 Nov 2021 20:57:47.562,208.626,"Tolhuin"
1081,25 Nov 2021 21:49:14.199,25 Nov 2021 21:52:20.709,186.511,"Tokyo"
1082,25 Nov 2021 22:30:01.624,25 Nov 2021 22:33:01.317,179.693,"Punta_Arenas"
1083,25 Nov 2021 22:31:09.451,25 Nov 2021 22:32:40.709,91.258,"Tolhuin"
1084,25 Nov 2021 23:02:00.882,25 Nov 2021 23:05:44.745,223.863,"Nemea"
1085,25 Nov 2021 23:23:24.063,25 Nov 2021 23:27:05.880,221.817,"Jeju"
1086,26 Nov 2021 00:10:08.170,26 Nov 2021 00:13:50.117,221.947,"Cordoba"
1087,26 Nov 2021 00:30:10.442,26 Nov 2021 00:33:51.223,220.781,"Maspalomas"
1088,26 Nov 2021 00:34:03.505,26 Nov 2021 00:37:40.737,217.232,"Puertollano"
1089,26 Nov 2021 01:22:57.156,26 Nov 2021 01:25:04.446,127.290,"Awarua"
1090,26 Nov 2021 02:06:28.271,26 Nov 2021 02:10:05.562,217.291,"Azores"
1091,26 Nov 2021 02:38:53.972,26 Nov 2021 02:42:02.216,188.244,"Singapore"
1092,26 Nov 2021 02:58:18.393,26 Nov 2021 03:01:55.393,217.000,"Awarua"
1093,26 Nov 2021 03:28:28.279,26 Nov 2021 03:31:52.249,203.970,"Panama"
1094,26 Nov 2021 04:08:06.218,26 Nov 2021 04:11:41.599,215.382,"Bangladore"
1095,26 Nov 2021 04:23:11.909,26 Nov 2021 04:26:18.969,187.060,"Mingenew"
1096,26 Nov 2021 04:35:27.927,26 Nov 2021 04:38:02.218,154.292,"Awarua"
1097,26 Nov 2021 05:30:35.924,26 Nov 2021 05:34:01.522,205.598,"Nemea"
1098,26 Nov 2021 06:11:41.118,26 Nov 2021 06:15:10.269,209.151,"Awarua"
1099,26 Nov 2021 07:02:23.217,26 Nov 2021 07:05:33.581,190.364,"Puertollano"
1100,26 Nov 2021 07:24:12.059,26 Nov 2021 07:27:41.267,209.209,"Mauritius"
1101,26 Nov 2021 07:48:09.082,26 Nov 2021 07:51:05.922,176.840,"Awarua"
1102,26 Nov 2021 08:15:40.444,26 Nov 2021 08:19:09.196,208.752,"Los_Angeles"
1103,26 Nov 2021 08:34:47.539,26 Nov 2021 08:37:58.191,190.653,"Azores"
1104,26 Nov 2021 08:39:24.565,26 Nov 2021 08:41:08.851,104.286,"Maspalomas"
1105,26 Nov 2021 08:57:43.193,26 Nov 2021 08:59:15.436,92.243,"Hartebeesthoek"
1106,26 Nov 2021 09:43:10.958,26 Nov 2021 09:46:18.624,187.666,"Hawaii"
1107,26 Nov 2021 12:30:40.360,26 Nov 2021 12:34:24.086,223.726,"Mingenew"
1108,26 Nov 2021 14:24:20.209,26 Nov 2021 14:27:27.043,186.834,"Tokyo"
1109,26 Nov 2021 14:46:33.599,26 Nov 2021 14:47:34.599,61.000,"Los_Angeles"
1110,26 Nov 2021 14:56:46.398,26 Nov 2021 15:00:07.182,200.784,"Panama"
1111,26 Nov 2021 15:57:51.340,26 Nov 2021 16:01:09.004,197.665,"Jeju"
1112,26 Nov 2021 16:22:32.413,26 Nov 2021 16:23:57.895,85.482,"Los_Angeles"
1113,26 Nov 2021 16:44:18.865,26 Nov 2021 16:46:38.486,139.621,"Cordoba"
1114,26 Nov 2021 17:11:43.890,26 Nov 2021 17:15:04.948,201.058,"Mauritius"
1115,26 Nov 2021 17:21:48.321,26 Nov 2021 17:25:28.332,220.011,"Bangladore"
1116,26 Nov 2021 18:22:44.276,26 Nov 2021 18:24:50.684,126.408,"Punta_Arenas"
1117,26 Nov 2021 18:23:32.575,26 Nov 2021 18:25:24.793,112.218,"Tolhuin"
1118,26 Nov 2021 18:41:49.477,26 Nov 2021 18:45:26.190,216.713,"Hartebeesthoek"
1119,26 Nov 2021 19:30:54.415,26 Nov 2021 19:33:52.339,177.924,"Hawaii"
1120,26 Nov 2021 19:57:53.329,26 Nov 2021 20:01:35.030,221.701,"Punta_Arenas"
1121,26 Nov 2021 19:58:36.910,26 Nov 2021 20:02:06.446,209.536,"Tolhuin"
1122,26 Nov 2021 21:34:02.523,26 Nov 2021 21:37:40.065,217.542,"Punta_Arenas"
1123,26 Nov 2021 21:34:46.498,26 Nov 2021 21:37:54.767,188.269,"Tolhuin"
1124,26 Nov 2021 22:07:16.001,26 Nov 2021 22:09:08.593,112.592,"Nemea"
1125,26 Nov 2021 22:29:00.764,26 Nov 2021 22:29:40.800,40.035,"Jeju"
1126,26 Nov 2021 22:29:25.556,26 Nov 2021 22:32:59.354,213.798,"Tokyo"
1127,26 Nov 2021 23:43:16.015,26 Nov 2021 23:45:30.970,134.955,"Nemea"
1128,27 Nov 2021 00:04:50.589,27 Nov 2021 00:06:13.091,82.502,"Jeju"
1129,27 Nov 2021 00:51:11.198,27 Nov 2021 00:53:23.820,132.622,"Cordoba"
1130,27 Nov 2021 01:11:25.439,27 Nov 2021 01:13:27.809,122.370,"Maspalomas"
1131,27 Nov 2021 01:14:38.640,27 Nov 2021 01:17:56.433,197.793,"Puertollano"
1132,27 Nov 2021 02:02:26.940,27 Nov 2021 02:06:07.352,220.412,"Awarua"
1133,27 Nov 2021 02:47:02.959,27 Nov 2021 02:50:21.583,198.624,"Azores"
1134,27 Nov 2021 03:19:38.910,27 Nov 2021 03:21:55.125,136.214,"Singapore"
1135,27 Nov 2021 03:27:33.904,27 Nov 2021 03:30:28.106,174.202,"Mingenew"
1136,27 Nov 2021 03:39:09.089,27 Nov 2021 03:42:12.343,183.253,"Awarua"
1137,27 Nov 2021 04:09:31.875,27 Nov 2021 04:11:29.268,117.394,"Panama"
1138,27 Nov 2021 04:42:21.078,27 Nov 2021 04:46:01.027,219.949,"Dubai"
1139,27 Nov 2021 05:16:00.399,27 Nov 2021 05:18:48.348,167.949,"Awarua"
1140,27 Nov 2021 06:10:59.799,27 Nov 2021 06:14:24.504,204.706,"Nemea"
1141,27 Nov 2021 06:52:00.696,27 Nov 2021 06:55:48.943,228.246,"Awarua"
1142,27 Nov 2021 07:20:17.829,27 Nov 2021 07:23:04.371,166.542,"Los_Angeles"
1143,27 Nov 2021 07:42:35.612,27 Nov 2021 07:46:13.292,217.680,"Puertollano"
1144,27 Nov 2021 08:48:00.109,27 Nov 2021 08:50:05.574,125.465,"Hawaii"
1145,27 Nov 2021 09:14:59.913,27 Nov 2021 09:18:37.960,218.046,"Azores"
1146,27 Nov 2021 09:18:53.324,27 Nov 2021 09:22:32.419,219.094,"Maspalomas"
1147,27 Nov 2021 09:36:58.584,27 Nov 2021 09:40:35.356,216.772,"Hartebeesthoek"
1148,27 Nov 2021 14:51:41.892,27 Nov 2021 14:55:18.781,216.889,"Singapore"
1149,27 Nov 2021 15:02:12.468,27 Nov 2021 15:05:17.383,184.915,"Jeju"
1150,27 Nov 2021 15:04:27.387,27 Nov 2021 15:08:02.396,215.009,"Tokyo"
1151,27 Nov 2021 15:25:45.244,27 Nov 2021 15:29:24.652,219.408,"Los_Angeles"
1152,27 Nov 2021 15:47:53.285,27 Nov 2021 15:51:25.701,212.416,"Cordoba"
1153,27 Nov 2021 16:16:44.655,27 Nov 2021 16:18:32.749,108.094,"Mauritius"
1154,27 Nov 2021 17:47:15.435,27 Nov 2021 17:48:21.910,66.475,"Hartebeesthoek"
1155,27 Nov 2021 18:35:30.504,27 Nov 2021 18:37:47.939,137.435,"Hawaii"
1156,27 Nov 2021 19:02:22.029,27 Nov 2021 19:05:41.642,199.613,"Punta_Arenas"
1157,27 Nov 2021 19:03:08.699,27 Nov 2021 19:06:15.094,186.396,"Tolhuin"
1158,27 Nov 2021 19:37:13.997,27 Nov 2021 19:40:56.480,222.484,"Dubai"
1159,27 Nov 2021 20:38:14.168,27 Nov 2021 20:41:58.835,224.667,"Punta_Arenas"
1160,27 Nov 2021 20:38:55.759,27 Nov 2021 20:42:25.717,209.958,"Tolhuin"
1161,27 Nov 2021 21:34:00.431,27 Nov 2021 21:36:44.911,164.480,"Tokyo"
1162,27 Nov 2021 22:14:35.015,27 Nov 2021 22:17:44.078,189.063,"Punta_Arenas"
1163,27 Nov 2021 22:15:34.881,27 Nov 2021 22:17:33.167,118.287,"Tolhuin"
1164,27 Nov 2021 22:46:37.062,27 Nov 2021 22:50:21.835,224.773,"Nemea"
1165,27 Nov 2021 23:08:02.156,27 Nov 2021 23:11:41.133,218.977,"Jeju"
1166,27 Nov 2021 23:54:48.649,27 Nov 2021 23:58:22.460,213.810,"Cordoba"
1167,28 Nov 2021 00:14:52.445,28 Nov 2021 00:18:24.128,211.683,"Maspalomas"
1168,28 Nov 2021 00:18:46.238,28 Nov 2021 00:22:12.989,206.750,"Puertollano"
1169,28 Nov 2021 01:08:00.710,28 Nov 2021 01:09:18.598,77.888,"Awarua"
1170,28 Nov 2021 01:51:11.085,28 Nov 2021 01:54:37.753,206.669,"Azores"
1171,28 Nov 2021 02:23:49.669,28 Nov 2021 02:26:21.199,151.530,"Singapore"
1172,28 Nov 2021 02:42:51.973,28 Nov 2021 02:46:32.965,220.993,"Awarua"
1173,28 Nov 2021 03:13:19.185,28 Nov 2021 03:16:16.670,177.485,"Panama"
1174,28 Nov 2021 03:52:42.894,28 Nov 2021 03:56:19.755,216.861,"Bangladore"
1175,28 Nov 2021 04:07:38.781,28 Nov 2021 04:11:04.157,205.375,"Mingenew"
1176,28 Nov 2021 04:20:01.086,28 Nov 2021 04:22:36.971,155.886,"Awarua"
1177,28 Nov 2021 05:15:18.196,28 Nov 2021 05:18:30.316,192.120,"Nemea"
1178,28 Nov 2021 05:56:19.025,28 Nov 2021 05:59:42.415,203.390,"Awarua"
1179,28 Nov 2021 06:47:07.156,28 Nov 2021 06:49:59.847,172.692,"Puertollano"
1180,28 Nov 2021 07:08:44.581,28 Nov 2021 07:12:22.626,218.045,"Mauritius"
1181,28 Nov 2021 07:32:38.808,28 Nov 2021 07:35:52.339,193.530,"Awarua"
1182,28 Nov 2021 08:00:11.628,28 Nov 2021 08:03:50.266,218.638,"Los_Angeles"
1183,28 Nov 2021 08:19:31.458,28 Nov 2021 08:22:24.472,173.014,"Azores"
1184,28 Nov 2021 09:27:37.598,28 Nov 2021 09:31:05.199,207.601,"Hawaii"
1185,28 Nov 2021 12:15:17.554,28 Nov 2021 12:19:00.810,223.256,"Mingenew"
1186,28 Nov 2021 14:09:12.533,28 Nov 2021 14:11:51.105,158.572,"Tokyo"
1187,28 Nov 2021 14:41:17.203,28 Nov 2021 14:44:51.561,214.358,"Panama"
1188,28 Nov 2021 15:42:20.214,28 Nov 2021 15:45:51.916,211.702,"Jeju"
1189,28 Nov 2021 16:06:41.507,28 Nov 2021 16:09:05.962,144.455,"Los_Angeles"
1190,28 Nov 2021 16:28:37.791,28 Nov 2021 16:31:30.108,172.318,"Cordoba"
1191,28 Nov 2021 16:56:13.965,28 Nov 2021 16:59:50.188,216.223,"Mauritius"
1192,28 Nov 2021 17:06:29.999,28 Nov 2021 17:10:01.694,211.695,"Bangladore"
1193,28 Nov 2021 18:07:37.449,28 Nov 2021 18:09:15.252,97.803,"Punta_Arenas"
1194,28 Nov 2021 18:08:26.490,28 Nov 2021 18:09:48.832,82.341,"Tolhuin"
1195,28 Nov 2021 18:26:23.947,28 Nov 2021 18:30:06.377,222.430,"Hartebeesthoek"
1196,28 Nov 2021 19:15:20.502,28 Nov 2021 19:18:41.920,201.418,"Hawaii"
1197,28 Nov 2021 19:42:31.102,28 Nov 2021 19:46:11.340,220.238,"Punta_Arenas"
1198,28 Nov 2021 19:43:15.152,28 Nov 2021 19:46:43.201,208.049,"Tolhuin"
1199,28 Nov 2021 21:18:38.644,28 Nov 2021 21:22:18.285,219.641,"Punta_Arenas"
1200,28 Nov 2021 21:19:21.711,28 Nov 2021 21:22:35.440,193.729,"Tolhuin"
1201,28 Nov 2021 22:13:59.454,28 Nov 2021 22:17:39.986,220.532,"Tokyo"
1202,28 Nov 2021 22:55:43.958,28 Nov 2021 22:57:00.517,76.559,"Punta_Arenas"
1203,28 Nov 2021 23:27:36.632,28 Nov 2021 23:30:19.611,162.980,"Nemea"
1204,28 Nov 2021 23:48:58.686,28 Nov 2021 23:51:22.145,143.459,"Jeju"
1205,29 Nov 2021 00:35:29.409,29 Nov 2021 00:38:22.252,172.843,"Cordoba"
1206,29 Nov 2021 00:55:39.858,29 Nov 2021 00:58:24.214,164.356,"Maspalomas"
1207,29 Nov 2021 00:59:08.170,29 Nov 2021 01:02:37.996,209.826,"Puertollano"
1208,29 Nov 2021 01:47:07.267,29 Nov 2021 01:50:41.504,214.238,"Awarua"
1209,29 Nov 2021 02:31:32.577,29 Nov 2021 02:35:03.074,210.496,"Azores"
1210,29 Nov 2021 03:03:54.529,29 Nov 2021 03:06:54.378,179.849,"Singapore"
1211,29 Nov 2021 03:12:32.035,29 Nov 2021 03:14:46.504,134.469,"Mingenew"
1212,29 Nov 2021 03:23:40.508,29 Nov 2021 03:26:49.987,189.479,"Awarua"
1213,29 Nov 2021 03:53:42.462,29 Nov 2021 03:56:32.291,169.829,"Panama"
1214,29 Nov 2021 04:26:59.958,29 Nov 2021 04:30:36.042,216.084,"Dubai"
1215,29 Nov 2021 05:00:36.886,29 Nov 2021 05:03:20.095,163.209,"Awarua"
1216,29 Nov 2021 05:55:31.942,29 Nov 2021 05:59:07.375,215.433,"Nemea"
1217,29 Nov 2021 06:36:37.327,29 Nov 2021 06:40:24.863,227.537,"Awarua"
1218,29 Nov 2021 07:05:17.081,29 Nov 2021 07:07:21.946,124.865,"Los_Angeles"
1219,29 Nov 2021 07:27:10.492,29 Nov 2021 07:30:52.536,222.044,"Puertollano"
1220,29 Nov 2021 08:59:34.810,29 Nov 2021 09:03:17.176,222.366,"Azores"
1221,29 Nov 2021 09:03:30.070,29 Nov 2021 09:07:09.832,219.762,"Maspalomas"
1222,29 Nov 2021 09:21:33.964,29 Nov 2021 09:25:13.884,219.920,"Hartebeesthoek"
1223,29 Nov 2021 12:56:40.372,29 Nov 2021 12:58:12.751,92.379,"Mingenew"
1224,29 Nov 2021 14:36:26.633,29 Nov 2021 14:39:48.978,202.345,"Singapore"
1225,29 Nov 2021 14:47:06.112,29 Nov 2021 14:49:40.154,154.042,"Jeju"
1226,29 Nov 2021 14:49:00.126,29 Nov 2021 14:52:42.121,221.995,"Tokyo"
1227,29 Nov 2021 15:10:25.274,29 Nov 2021 15:13:57.270,211.996,"Los_Angeles"
1228,29 Nov 2021 15:32:38.372,29 Nov 2021 15:35:55.977,197.606,"Cordoba"
1229,29 Nov 2021 17:47:53.786,29 Nov 2021 17:49:20.969,87.182,"Bangladore"
1230,29 Nov 2021 18:20:45.944,29 Nov 2021 18:21:44.258,58.315,"Hawaii"
1231,29 Nov 2021 18:47:03.264,29 Nov 2021 18:50:16.056,192.792,"Punta_Arenas"
1232,29 Nov 2021 18:47:50.283,29 Nov 2021 18:50:49.675,179.392,"Tolhuin"
1233,29 Nov 2021 19:21:51.901,29 Nov 2021 19:25:32.908,221.008,"Dubai"
1234,29 Nov 2021 20:22:50.991,29 Nov 2021 20:26:35.681,224.690,"Punta_Arenas"
1235,29 Nov 2021 20:23:32.766,29 Nov 2021 20:27:03.618,210.852,"Tolhuin"
1236,29 Nov 2021 21:18:50.516,29 Nov 2021 21:21:04.544,134.028,"Tokyo"
1237,29 Nov 2021 21:59:09.126,29 Nov 2021 22:02:25.794,196.667,"Punta_Arenas"
1238,29 Nov 2021 22:00:03.916,29 Nov 2021 22:02:21.671,137.755,"Tolhuin"
1239,29 Nov 2021 22:31:15.575,29 Nov 2021 22:34:57.255,221.680,"Nemea"
1240,29 Nov 2021 22:52:42.413,29 Nov 2021 22:56:13.530,211.117,"Jeju"
1241,29 Nov 2021 23:39:31.734,29 Nov 2021 23:42:51.475,199.741,"Cordoba"
1242,29 Nov 2021 23:59:38.872,30 Nov 2021 00:02:53.208,194.335,"Maspalomas"
1243,30 Nov 2021 00:03:32.169,30 Nov 2021 00:06:42.688,190.520,"Puertollano"
1244,30 Nov 2021 01:35:57.108,30 Nov 2021 01:39:07.379,190.271,"Azores"
1245,30 Nov 2021 01:41:12.541,30 Nov 2021 01:41:43.591,31.050,"Puertollano"
1246,30 Nov 2021 02:09:03.891,30 Nov 2021 02:10:21.459,77.568,"Singapore"
